file,line,type,commit,author,date,time,timezone,datetime,depth,length
styles.css,119,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,1,12
styles.css,120,css,0e866536,Susana,2025-10-10,17:37:13,-07:00,2025-10-10T17:37:13-07:00,1,58
styles.css,121,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,7
styles.css,122,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,1,12
styles.css,123,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,19
styles.css,124,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,0,0
styles.css,125,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,0,0
styles.css,126,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,0,17
styles.css,127,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,1,12
styles.css,128,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,1,26
styles.css,129,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,1,15
styles.css,130,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,1,9
styles.css,131,css,0e866536,Susana,2025-10-10,17:37:13,-07:00,2025-10-10T17:37:13-07:00,0,0
styles.css,132,css,0e866536,Susana,2025-10-10,17:37:13,-07:00,2025-10-10T17:37:13-07:00,0,0
styles.css,133,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,0,20
styles.css,134,css,23740028,Susana,2025-10-23,18:06:36,-07:00,2025-10-23T18:06:36-07:00,1,8
styles.css,135,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,0,0
styles.css,136,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,0,0
styles.css,137,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,0,21
styles.css,138,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,1,10
styles.css,139,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,1,11
styles.css,140,css,baf2d266,Susana,2025-10-10,18:07:21,-07:00,2025-10-10T18:07:21-07:00,1,13
styles.css,141,css,c56aaa24,Susana,2025-10-10,17:58:50,-07:00,2025-10-10T17:58:50-07:00,0,0
styles.css,142,css,c56aaa24,Susana,2025-10-10,17:58:50,-07:00,2025-10-10T17:58:50-07:00,0,0
styles.css,143,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,144,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,13
styles.css,145,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,12
styles.css,146,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,21
styles.css,147,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,11
styles.css,148,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,149,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,150,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,13
styles.css,151,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,12
styles.css,152,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,21
styles.css,153,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,11
styles.css,154,css,23740028,Susana,2025-10-23,18:06:36,-07:00,2025-10-23T18:06:36-07:00,0,0
styles.css,155,css,23740028,Susana,2025-10-23,18:06:36,-07:00,2025-10-23T18:06:36-07:00,0,0
styles.css,156,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,13
styles.css,157,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,15
styles.css,158,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,17
styles.css,159,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,10
styles.css,160,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,15
styles.css,161,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,21
styles.css,162,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,163,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,164,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,13
styles.css,165,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,12
styles.css,166,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,21
styles.css,167,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,168,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,169,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,29
styles.css,170,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,11
styles.css,171,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,12
styles.css,172,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,21
styles.css,173,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,1,24
styles.css,174,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,175,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,176,css,60a35c77,Susana,2025-10-30,21:42:08,-07:00,2025-10-30T21:42:08-07:00,0,0
styles.css,177,css,a622174b,Susana,2025-10-10,19:59:47,-07:00,2025-10-10T19:59:47-07:00,0,31
styles.css,178,css,a622174b,Susana,2025-10-10,19:59:47,-07:00,2025-10-10T19:59:47-07:00,1,17
styles.css,179,css,a622174b,Susana,2025-10-10,19:59:47,-07:00,2025-10-10T19:59:47-07:00,0,0
styles.css,180,css,a622174b,Susana,2025-10-10,19:59:47,-07:00,2025-10-10T19:59:47-07:00,0,0
styles.css,181,css,0aa01aab,Susana,2025-10-10,20:18:39,-07:00,2025-10-10T20:18:39-07:00,0,17
styles.css,182,css,0aa01aab,Susana,2025-10-10,20:18:39,-07:00,2025-10-10T20:18:39-07:00,1,14
styles.css,183,css,0aa01aab,Susana,2025-10-10,20:18:39,-07:00,2025-10-10T20:18:39-07:00,0,0
styles.css,184,css,0aa01aab,Susana,2025-10-10,20:18:39,-07:00,2025-10-10T20:18:39-07:00,0,0
styles.css,185,css,bbce4e8b,Susana,2025-10-10,19:25:46,-07:00,2025-10-10T19:25:46-07:00,0,17
styles.css,186,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,1,25
styles.css,187,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,1,9
styles.css,188,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,0,0
styles.css,189,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,0,0
styles.css,190,css,5f011528,Susana,2025-10-10,20:22:12,-07:00,2025-10-10T20:22:12-07:00,0,28
styles.css,191,css,a622174b,Susana,2025-10-10,19:59:47,-07:00,2025-10-10T19:59:47-07:00,1,16
styles.css,192,css,a622174b,Susana,2025-10-10,19:59:47,-07:00,2025-10-10T19:59:47-07:00,0,0
styles.css,193,css,a622174b,Susana,2025-10-10,19:59:47,-07:00,2025-10-10T19:59:47-07:00,0,0
styles.css,194,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,0,16
styles.css,195,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,1,13
styles.css,196,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,1,20
styles.css,197,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,1,18
styles.css,198,css,6eab4630,Susana,2025-10-10,19:42:38,-07:00,2025-10-10T19:42:38-07:00,1,18
styles.css,199,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,0,0
styles.css,200,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,0,0
styles.css,201,css,0ad625db,Susana,2025-10-10,18:53:49,-07:00,2025-10-10T18:53:49-07:00,0,19
styles.css,202,css,0ad625db,Susana,2025-10-10,18:53:49,-07:00,2025-10-10T18:53:49-07:00,1,17
styles.css,203,css,0ad625db,Susana,2025-10-10,18:53:49,-07:00,2025-10-10T18:53:49-07:00,1,19
styles.css,204,css,6eab4630,Susana,2025-10-10,19:42:38,-07:00,2025-10-10T19:42:38-07:00,1,18
styles.css,205,css,0ad625db,Susana,2025-10-10,18:53:49,-07:00,2025-10-10T18:53:49-07:00,0,0
styles.css,206,css,79a24b73,Susana,2025-10-10,18:33:54,-07:00,2025-10-10T18:33:54-07:00,0,0
styles.css,207,css,201a1d56,Susana,2025-10-17,14:33:09,-07:00,2025-10-17T14:33:09-07:00,0,17
styles.css,208,css,1f394c38,Susana,2025-10-17,13:39:50,-07:00,2025-10-17T13:39:50-07:00,1,17
styles.css,209,css,1f394c38,Susana,2025-10-17,13:39:50,-07:00,2025-10-17T13:39:50-07:00,1,8
styles.css,210,css,1f394c38,Susana,2025-10-17,13:39:50,-07:00,2025-10-17T13:39:50-07:00,1,10
styles.css,211,css,dec326ee,Susana,2025-10-17,14:01:14,-07:00,2025-10-17T14:01:14-07:00,1,11
styles.css,212,css,1f394c38,Susana,2025-10-17,13:39:50,-07:00,2025-10-17T13:39:50-07:00,1,19
styles.css,213,css,1f394c38,Susana,2025-10-17,13:39:50,-07:00,2025-10-17T13:39:50-07:00,1,13
styles.css,214,css,dec326ee,Susana,2025-10-17,14:01:14,-07:00,2025-10-17T14:01:14-07:00,0,0
styles.css,215,css,1f394c38,Susana,2025-10-17,13:39:50,-07:00,2025-10-17T13:39:50-07:00,0,0
styles.css,216,css,1f394c38,Susana,2025-10-17,13:39:50,-07:00,2025-10-17T13:39:50-07:00,0,0
styles.css,217,css,201a1d56,Susana,2025-10-17,14:33:09,-07:00,2025-10-17T14:33:09-07:00,0,10
styles.css,218,css,201a1d56,Susana,2025-10-17,14:33:09,-07:00,2025-10-17T14:33:09-07:00,1,15
styles.css,219,css,201a1d56,Susana,2025-10-17,14:33:09,-07:00,2025-10-17T14:33:09-07:00,0,0
styles.css,220,css,201a1d56,Susana,2025-10-17,14:33:09,-07:00,2025-10-17T14:33:09-07:00,0,0
styles.css,221,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,0,17
styles.css,222,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,1,12
styles.css,223,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,1,36
styles.css,224,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,1,10
styles.css,225,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,1,17
styles.css,226,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,1,15
styles.css,227,css,30469045,Susana,2025-10-23,17:42:24,-07:00,2025-10-23T17:42:24-07:00,1,10
styles.css,228,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,0,0
styles.css,229,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,0,0
styles.css,230,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,0,17
styles.css,231,css,3575c355,Susana,2025-10-23,17:54:22,-07:00,2025-10-23T17:54:22-07:00,1,18
styles.css,232,css,3575c355,Susana,2025-10-23,17:54:22,-07:00,2025-10-23T17:54:22-07:00,1,14
styles.css,233,css,3575c355,Susana,2025-10-23,17:54:22,-07:00,2025-10-23T17:54:22-07:00,1,13
styles.css,234,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,1,10
styles.css,235,css,45128b54,Susana,2025-10-23,17:57:58,-07:00,2025-10-23T17:57:58-07:00,1,15
styles.css,236,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,0,0
styles.css,237,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,0,0
styles.css,238,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,0,17
styles.css,239,css,a02cbf02,Susana,2025-10-23,17:40:43,-07:00,2025-10-23T17:40:43-07:00,1,8
